Output,Accuracy
"['Sunflower_146.jpg', 'Baseball_049.jpg', 'Volleyball_036.jpg', 'Flower_199.jpg', 'Volleyball_041.jpg', 'SubSea_167.jpg', 'Baseball_088.jpg', 'Basketball_146.jpg', 'Basketball_099.jpg', 'Volleyball_061.jpg', 'Sunflower_016.jpg']",0.1
"['Sunflower_147.jpg', 'Sky_170.jpg', 'Sky_060.jpg', 'Castle_071.jpg', 'F1_048.jpg', 'Beach_104.jpg', 'Sunflower_092.jpg', 'RacingMotor_163.jpg', 'Eagle_137.jpg', 'Billiardsball_148.jpg', 'F1_191.jpg']",0.1
"['Sunflower_148.jpg', 'Ship_023.jpg', 'Eagle_020.jpg', 'Sunflower_010.jpg', 'Cartoon_042.jpg', 'Cartoon_192.jpg', 'Cartoon_072.jpg', 'Cartoon_098.jpg', 'Owls_044.jpg', 'Surfs_096.jpg', 'Feasts_101.jpg']",0.1
"['Sunflower_149.jpg', 'Sunflower_042.jpg', 'Masks_143.jpg', 'Pumpkin_179.jpg', 'Bus_184.jpg', 'Sunflower_152.jpg', 'Tiger_039.jpg', 'Sunflower_163.jpg', 'Elephant_197.jpg', 'AncestorDinoArt_118.jpg', 'Elephant_199.jpg']",0.3
"['Sunflower_150.jpg', 'Grass_149.jpg', 'Feasts_187.jpg', 'RacingMotor_160.jpg', 'Stalactite_144.jpg', 'Basketball_189.jpg', 'Group_160.jpg', 'Feasts_108.jpg', 'Feasts_084.jpg', 'Feasts_105.jpg', 'Group_087.jpg']",0.0
"['Sunflower_151.jpg', 'Sunflower_109.jpg', 'Sunflower_126.jpg', 'Sunflower_114.jpg', 'Eagle_097.jpg', 'Lion_034.jpg', 'Desert_175.jpg', 'Desert_176.jpg', 'Desert_200.jpg', 'Beach_112.jpg', 'Plane_110.jpg']",0.3
"['Sunflower_152.jpg', 'Sunflower_149.jpg', 'Masks_143.jpg', 'Model_093.jpg', 'Sunflower_145.jpg', 'Desert_189.jpg', 'Sunset_025.jpg', 'Sunflower_163.jpg', 'Elephant_199.jpg', 'Model_022.jpg', 'Plane_003.jpg']",0.3
"['Sunflower_153.jpg', 'Surfs_133.jpg', 'Owls_174.jpg', 'Cartoon_192.jpg', 'Sunflower_148.jpg', 'Owls_042.jpg', 'Sunflower_183.jpg', 'Owls_050.jpg', 'Sunflower_010.jpg', 'Sunflower_140.jpg', 'Ship_023.jpg']",0.4
"['Sunflower_154.jpg', 'Lion_174.jpg', 'Doors_137.jpg', 'Bus_159.jpg', 'Bus_028.jpg', 'Dog_004.jpg', 'Bus_090.jpg', 'Archit_105.jpg', 'Group_014.jpg', 'F1_029.jpg', 'Lion_067.jpg']",0.0
"['Sunflower_155.jpg', 'Penguin_004.jpg', 'Plane_014.jpg', 'Plane_003.jpg', 'Plane_158.jpg', 'Desert_189.jpg', 'Sunflower_038.jpg', 'DeerAntelope_018.jpg', 'DeerAntelope_032.jpg', 'Plane_025.jpg', 'Sunflower_145.jpg']",0.2
"['Sunflower_156.jpg', 'Sunflower_012.jpg', 'Pumpkin_139.jpg', 'Archit_153.jpg', 'Penguin_082.jpg', 'Grass_172.jpg', 'Pumpkin_140.jpg', 'DeerAntelope_030.jpg', 'RacingMotor_162.jpg', 'Archit_168.jpg', 'Pumpkin_182.jpg']",0.1
"['Sunflower_157.jpg', 'Sunflower_083.jpg', 'Waterfall_078.jpg', 'Eagle_034.jpg', 'ClassicalPainting_192.jpg', 'Sunflower_056.jpg', 'Doors_022.jpg', 'Sunflower_002.jpg', 'Indoor_142.jpg', 'Waterfall_007.jpg', 'Archit_051.jpg']",0.3
"['Sunflower_158.jpg', 'Mountain_167.jpg', 'Mountain_162.jpg', 'Sunset_165.jpg', 'Grass_160.jpg', 'Mountain_168.jpg', 'Doors_073.jpg', 'Tennis_011.jpg', 'Mountain_171.jpg', 'Mountain_175.jpg', 'Lion_001.jpg']",0.0
"['Sunflower_159.jpg', 'Tennis_032.jpg', 'F1_167.jpg', 'Bus_116.jpg', 'Basketball_191.jpg', 'Bus_101.jpg', 'Castle_151.jpg', 'Castle_131.jpg', 'Bus_081.jpg', 'Elephant_043.jpg', 'Grass_077.jpg']",0.0
"['Sunflower_160.jpg', 'Sunset_006.jpg', 'Eagle_119.jpg', 'Sunflower_010.jpg', 'Sunflower_140.jpg', 'Sunset_003.jpg', 'Sunset_190.jpg', 'Elephant_030.jpg', 'Sky_178.jpg', 'Elephant_196.jpg', 'Lion_040.jpg']",0.2
"['Sunflower_161.jpg', 'Sunflower_139.jpg', 'Satelliteimage_125.jpg', 'Castle_160.jpg', 'Sunflower_138.jpg', 'Pumpkin_098.jpg', 'Castle_056.jpg', 'Elephant_162.jpg', 'Feasts_199.jpg', 'Sunflower_129.jpg', 'Group_099.jpg']",0.3
"['Sunflower_162.jpg', 'Tiger_155.jpg', 'Basketball_194.jpg', 'Doors_176.jpg', 'Citynight_182.jpg', 'Car_068.jpg', 'Pumpkin_192.jpg', 'Citynight_022.jpg', 'Citynight_095.jpg', 'Citynight_196.jpg', 'Citynight_127.jpg']",0.0
"['Sunflower_163.jpg', 'Elephant_058.jpg', 'Sunflower_149.jpg', 'AncestorDinoArt_195.jpg', 'AncestorDinoArt_166.jpg', 'Sunflower_042.jpg', 'AncestorDinoArt_096.jpg', 'Elephant_199.jpg', 'Bus_184.jpg', 'Car_144.jpg', 'Desert_189.jpg']",0.2
"['Sunflower_164.jpg', 'Plane_015.jpg', 'Plane_174.jpg', 'Sky_177.jpg', 'Plane_007.jpg', 'Plane_021.jpg', 'Eagle_146.jpg', 'F1_195.jpg', 'Sunflower_069.jpg', 'Plane_153.jpg', 'Beach_178.jpg']",0.1
"['Sunflower_165.jpg', 'Model_063.jpg', 'Elephant_087.jpg', 'Plane_111.jpg', 'Model_086.jpg', 'Model_029.jpg', 'Group_056.jpg', 'Sunflower_124.jpg', 'Grass_064.jpg', 'F1_132.jpg', 'Group_048.jpg']",0.1
"['Sunflower_166.jpg', 'Eagle_107.jpg', 'Indoor_130.jpg', 'Flower_200.jpg', 'Lion_012.jpg', 'Basketball_195.jpg', 'Doors_173.jpg', 'Doors_127.jpg', 'Bus_073.jpg', 'Doors_185.jpg', 'Tennis_011.jpg']",0.0
"['Sunflower_167.jpg', 'Beach_119.jpg', 'Car_184.jpg', 'Doors_100.jpg', 'Pumpkin_135.jpg', 'Grass_068.jpg', 'Grass_035.jpg', 'Pumpkin_069.jpg', 'Feasts_175.jpg', 'Doors_190.jpg', 'Doors_086.jpg']",0.0
"['Sunflower_168.jpg', 'Elephant_086.jpg', 'Sky_124.jpg', 'Ship_094.jpg', 'Plane_115.jpg', 'DeerAntelope_103.jpg', 'Surfs_002.jpg', 'Plane_035.jpg', 'Penguin_027.jpg', 'Sunflower_118.jpg', 'Elephant_119.jpg']",0.1
"['Sunflower_169.jpg', 'Elephant_046.jpg', 'Elephant_074.jpg', 'Elephant_155.jpg', 'Grass_151.jpg', 'Grass_082.jpg', 'Grass_081.jpg', 'Elephant_071.jpg', 'Tiger_092.jpg', 'DeerAntelope_015.jpg', 'Elephant_176.jpg']",0.0
"['Sunflower_170.jpg', 'Satelliteimage_191.jpg', 'Feasts_199.jpg', 'Grass_132.jpg', 'Grass_117.jpg', 'Grass_133.jpg', 'Archit_188.jpg', 'Castle_037.jpg', 'Group_194.jpg', 'Stalactite_022.jpg', 'Sunset_131.jpg']",0.0
"['Sunflower_171.jpg', 'Baseball_003.jpg', 'Satelliteimage_092.jpg', 'Satelliteimage_091.jpg', 'Satelliteimage_089.jpg', 'Ship_121.jpg', 'F1_187.jpg', 'Archit_046.jpg', 'Satelliteimage_041.jpg', 'Stalactite_171.jpg', 'F1_178.jpg']",0.0
"['Sunflower_172.jpg', 'Sunflower_186.jpg', 'Ship_034.jpg', 'Castle_045.jpg', 'Group_124.jpg', 'Archit_138.jpg', 'Bus_112.jpg', 'Grass_147.jpg', 'Bus_111.jpg', 'Doors_006.jpg', 'Doors_048.jpg']",0.1
"['Sunflower_173.jpg', 'Bus_013.jpg', 'F1_186.jpg', 'Castle_093.jpg', 'Grass_038.jpg', 'Waterfall_197.jpg', 'Indoor_165.jpg', 'Castle_120.jpg', 'DeerAntelope_122.jpg', 'Eagle_054.jpg', 'AncestorDinoArt_056.jpg']",0.0
"['Sunflower_174.jpg', 'Pumpkin_020.jpg', 'Sunset_131.jpg', 'Sunflower_063.jpg', 'Grass_149.jpg', 'Archit_092.jpg', 'Waterfall_143.jpg', 'Beach_171.jpg', 'Sunflower_150.jpg', 'Grass_010.jpg', 'Feasts_187.jpg']",0.2
"['Sunflower_175.jpg', 'Model_104.jpg', 'Beach_058.jpg', 'Dog_081.jpg', 'Mountain_113.jpg', 'Beach_030.jpg', 'Sunset_195.jpg', 'Sunset_194.jpg', 'Surfs_081.jpg', 'Sunset_008.jpg', 'Baseball_027.jpg']",0.0
"['Sunflower_176.jpg', 'Flower_029.jpg', 'Doors_144.jpg', 'Tiger_064.jpg', 'Billiardsball_155.jpg', 'Bus_165.jpg', 'Tiger_057.jpg', 'Feasts_030.jpg', 'Dog_181.jpg', 'Model_097.jpg', 'Dog_161.jpg']",0.0
"['Sunflower_177.jpg', 'Desert_048.jpg', 'Flower_197.jpg', 'Pumpkin_001.jpg', 'Flower_196.jpg', 'Car_091.jpg', 'AncestorDinoArt_025.jpg', 'AncestorDinoArt_030.jpg', 'Sunflower_053.jpg', 'AncestorDinoArt_091.jpg', 'AncestorDinoArt_164.jpg']",0.1
"['Sunflower_178.jpg', 'Sunflower_130.jpg', 'Sunflower_163.jpg', 'Desert_189.jpg', 'Sunflower_013.jpg', 'Sunflower_108.jpg', 'AncestorDinoArt_100.jpg', 'Sunset_025.jpg', 'Sunflower_152.jpg', 'AncestorDinoArt_012.jpg', 'Ship_195.jpg']",0.5
"['Sunflower_179.jpg', 'Sky_140.jpg', 'SubSea_026.jpg', 'Indoor_077.jpg', 'Elephant_099.jpg', 'Sunflower_087.jpg', 'Model_017.jpg', 'Eagle_188.jpg', 'Soccer_188.jpg', 'Tennis_092.jpg', 'Basketball_037.jpg']",0.1
"['Sunflower_180.jpg', 'Archit_034.jpg', 'Waterfall_036.jpg', 'Mountain_048.jpg', 'Model_090.jpg', 'Sunflower_161.jpg', 'Mountain_158.jpg', 'Sunflower_139.jpg', 'Castle_157.jpg', 'Car_069.jpg', 'DeerAntelope_006.jpg']",0.2
"['Sunflower_181.jpg', 'Group_021.jpg', 'Model_071.jpg', 'Surfs_139.jpg', 'Sculpt_014.jpg', 'Group_042.jpg', 'SubSea_024.jpg', 'Castle_064.jpg', 'Model_077.jpg', 'Group_154.jpg', 'Basketball_193.jpg']",0.0
"['Sunflower_182.jpg', 'Sunflower_195.jpg', 'Sunflower_047.jpg', 'Tennis_194.jpg', 'Sunflower_049.jpg', 'SubSea_153.jpg', 'Tennis_162.jpg', 'Sunflower_124.jpg', 'Volleyball_025.jpg', 'Dog_181.jpg', 'Penguin_109.jpg']",0.4
"['Sunflower_183.jpg', 'Castle_195.jpg', 'Sunflower_010.jpg', 'Tiger_172.jpg', 'Cartoon_098.jpg', 'DeerAntelope_163.jpg', 'Owls_050.jpg', 'Mountain_045.jpg', 'Basketball_043.jpg', 'Desert_196.jpg', 'Volleyball_130.jpg']",0.1
"['Sunflower_184.jpg', 'Group_087.jpg', 'Sculpt_014.jpg', 'Group_057.jpg', 'Sunflower_142.jpg', 'Feasts_084.jpg', 'Sunflower_138.jpg', 'Penguin_044.jpg', 'Group_116.jpg', 'Sunflower_139.jpg', 'Pumpkin_098.jpg']",0.3
"['Sunflower_185.jpg', 'Group_120.jpg', 'Tennis_020.jpg', 'Elephant_068.jpg', 'Sunflower_084.jpg', 'Car_067.jpg', 'Feasts_044.jpg', 'Sculpt_152.jpg', 'Group_168.jpg', 'Sunflower_025.jpg', 'RacingMotor_159.jpg']",0.2
"['Sunflower_186.jpg', 'Sunflower_172.jpg', 'AncestorDinoArt_174.jpg', 'Castle_041.jpg', 'Bus_177.jpg', 'Castle_047.jpg', 'AncestorDinoArt_087.jpg', 'Castle_045.jpg', 'Lion_174.jpg', 'Group_124.jpg', 'Sculpt_125.jpg']",0.1
"['Sunflower_187.jpg', 'Sunflower_128.jpg', 'Owls_058.jpg', 'Sunflower_145.jpg', 'Sunflower_059.jpg', 'Sunflower_153.jpg', 'Penguin_153.jpg', 'Sunset_025.jpg', 'Soccer_183.jpg', 'Sunflower_152.jpg', 'Sky_052.jpg']",0.5
"['Sunflower_188.jpg', 'AncestorDinoArt_194.jpg', 'AncestorDinoArt_027.jpg', 'AncestorDinoArt_140.jpg', 'AncestorDinoArt_188.jpg', 'Model_070.jpg', 'AncestorDinoArt_141.jpg', 'AncestorDinoArt_038.jpg', 'Masks_132.jpg', 'AncestorDinoArt_168.jpg', 'AncestorDinoArt_178.jpg']",0.0
"['Sunflower_189.jpg', 'Desert_091.jpg', 'Pumpkin_053.jpg', 'Lion_193.jpg', 'Stalactite_149.jpg', 'Beach_163.jpg', 'Dog_022.jpg', 'Soccer_186.jpg', 'Group_006.jpg', 'Stalactite_013.jpg', 'Model_112.jpg']",0.0
"['Sunflower_190.jpg', 'Sunflower_047.jpg', 'Sunflower_195.jpg', 'Flower_009.jpg', 'Sunflower_074.jpg', 'Dog_196.jpg', 'Lion_069.jpg', 'Tennis_196.jpg', 'Sunflower_071.jpg', 'Flower_121.jpg', 'Model_040.jpg']",0.4
"['Sunflower_191.jpg', 'Lion_105.jpg', 'Cartoon_019.jpg', 'Eagle_005.jpg', 'Plane_058.jpg', 'Sky_125.jpg', 'Eagle_038.jpg', 'Sky_049.jpg', 'Baseball_079.jpg', 'Cartoon_186.jpg', 'Billiardsball_012.jpg']",0.0
"['Sunflower_192.jpg', 'Castle_188.jpg', 'AncestorDinoArt_171.jpg', 'Plane_041.jpg', 'AncestorDinoArt_150.jpg', 'AncestorDinoArt_185.jpg', 'Castle_092.jpg', 'Doors_035.jpg', 'Dog_068.jpg', 'Model_086.jpg', 'Car_097.jpg']",0.0
"['Sunflower_193.jpg', 'Lion_042.jpg', 'Feasts_079.jpg', 'Group_096.jpg', 'Tiger_153.jpg', 'Pumpkin_063.jpg', 'Tiger_079.jpg', 'Elephant_176.jpg', 'Waterfall_013.jpg', 'Elephant_108.jpg', 'Lion_046.jpg']",0.0
"['Sunflower_194.jpg', 'Dog_122.jpg', 'DeerAntelope_179.jpg', 'Sculpt_124.jpg', 'Group_034.jpg', 'Sculpt_100.jpg', 'Group_048.jpg', 'Pumpkin_012.jpg', 'Grass_027.jpg', 'Tiger_132.jpg', 'Sunflower_041.jpg']",0.1
"['Sunflower_195.jpg', 'Sunflower_182.jpg', 'Sunflower_047.jpg', 'Tennis_162.jpg', 'Tennis_194.jpg', 'SubSea_145.jpg', 'Model_056.jpg', 'F1_050.jpg', 'Dog_181.jpg', 'Sunflower_096.jpg', 'SubSea_153.jpg']",0.3
"['Sunflower_196.jpg', 'Archit_166.jpg', 'Beach_129.jpg', 'Desert_199.jpg', 'Eagle_131.jpg', 'Eagle_110.jpg', 'Castle_062.jpg', 'Grass_049.jpg', 'Sky_002.jpg', 'Beach_114.jpg', 'Sunset_055.jpg']",0.0
"['Sunflower_197.jpg', 'Pumpkin_095.jpg', 'Sunflower_066.jpg', 'Surfs_104.jpg', 'Desert_061.jpg', 'Sunflower_099.jpg', 'Flower_111.jpg', 'Sky_058.jpg', 'Castle_105.jpg', 'Owls_047.jpg', 'Flower_067.jpg']",0.2
"['Sunflower_198.jpg', 'Sunflower_095.jpg', 'Flower_157.jpg', 'Mountain_061.jpg', 'Plane_036.jpg', 'Satelliteimage_040.jpg', 'AncestorDinoArt_186.jpg', 'Dog_191.jpg', 'Surfs_159.jpg', 'Mountain_068.jpg', 'Penguin_060.jpg']",0.1
"['Sunflower_199.jpg', 'Sculpt_128.jpg', 'Citynight_193.jpg', 'SubSea_121.jpg', 'Citynight_117.jpg', 'Plane_027.jpg', 'Owls_187.jpg', 'Billiardsball_182.jpg', 'BWimage_197.jpg', 'Masks_158.jpg', 'SubSea_101.jpg']",0.0
"['Sunflower_200.jpg', 'Grass_103.jpg', 'Dog_144.jpg', 'Grass_031.jpg', 'Sculpt_112.jpg', 'Sunset_110.jpg', 'Flower_183.jpg', 'Flower_121.jpg', 'Sky_077.jpg', 'Sunflower_103.jpg', 'Dog_196.jpg']",0.1
"['Thumbs.db', 'Thumbs.db', 'Thumbs.db', 'Thumbs.db', 'Thumbs.db', 'Thumbs.db', 'Thumbs.db', 'Thumbs.db', 'Thumbs.db', 'Thumbs.db', 'Thumbs.db']",0.1
"['Eagle_001.jpg', 'Billiardsball_148.jpg', 'Sunset_060.jpg', 'Penguin_020.jpg', 'Billiardsball_069.jpg', 'Dog_098.jpg', 'Plane_109.jpg', 'Sky_089.jpg', 'Basketball_012.jpg', 'Basketball_119.jpg', 'Beach_104.jpg']",0.0
"['Eagle_002.jpg', 'SubSea_051.jpg', 'Planet_182.jpg', 'Lion_157.jpg', 'Sky_013.jpg', 'ClassicalPainting_023.jpg', 'Sky_112.jpg', 'Owls_040.jpg', 'ClassicalPainting_150.jpg', 'Flower_138.jpg', 'DeerAntelope_063.jpg']",0.0
"['Eagle_003.jpg', 'Volleyball_142.jpg', 'Citynight_047.jpg', 'Surfs_103.jpg', 'Volleyball_140.jpg', 'Sunset_153.jpg', 'Sky_020.jpg', 'Car_168.jpg', 'Citynight_026.jpg', 'Surfs_082.jpg', 'Tiger_146.jpg']",0.0
"['Eagle_004.jpg', 'Ship_056.jpg', 'Billiardsball_042.jpg', 'Surfs_012.jpg', 'Sky_014.jpg', 'Eagle_069.jpg', 'Sky_196.jpg', 'Billiardsball_044.jpg', 'Eagle_038.jpg', 'Penguin_031.jpg', 'DeerAntelope_120.jpg']",0.2
"['Eagle_005.jpg', 'Baseball_079.jpg', 'Plane_047.jpg', 'SubSea_020.jpg', 'Mountain_082.jpg', 'Eagle_038.jpg', 'Cartoon_019.jpg', 'Eagle_062.jpg', 'Eagle_140.jpg', 'Sky_114.jpg', 'Eagle_059.jpg']",0.4
"['Eagle_006.jpg', 'Archit_165.jpg', 'Penguin_174.jpg', 'Sky_109.jpg', 'Beach_177.jpg', 'DeerAntelope_180.jpg', 'DeerAntelope_168.jpg', 'Lion_132.jpg', 'Sky_139.jpg', 'Plane_116.jpg', 'Lion_055.jpg']",0.0
"['Eagle_007.jpg', 'Ship_190.jpg', 'Plane_105.jpg', 'Plane_069.jpg', 'Plane_065.jpg', 'Eagle_041.jpg', 'Eagle_012.jpg', 'Plane_056.jpg', 'Flower_079.jpg', 'Surfs_173.jpg', 'Penguin_060.jpg']",0.2
"['Eagle_008.jpg', 'Eagle_004.jpg', 'Tennis_054.jpg', 'Planet_114.jpg', 'Eagle_069.jpg', 'SubSea_138.jpg', 'Sky_079.jpg', 'Sunset_072.jpg', 'Baseball_117.jpg', 'Lion_105.jpg', 'Eagle_038.jpg']",0.3
"['Eagle_009.jpg', 'Ship_088.jpg', 'Sky_111.jpg', 'Sky_068.jpg', 'Ship_107.jpg', 'Castle_023.jpg', 'F1_041.jpg', 'F1_178.jpg', 'Dog_096.jpg', 'Dog_142.jpg', 'Grass_187.jpg']",0.0
"['Eagle_010.jpg', 'RacingMotor_025.jpg', 'Soccer_153.jpg', 'Mountain_024.jpg', 'Elephant_144.jpg', 'Sunset_037.jpg', 'F1_048.jpg', 'DeerAntelope_169.jpg', 'F1_107.jpg', 'RacingMotor_149.jpg', 'ClassicalPainting_162.jpg']",0.0
"['Eagle_011.jpg', 'SubSea_051.jpg', 'Sunflower_037.jpg', 'Eagle_002.jpg', 'Indoor_039.jpg', 'Planet_182.jpg', 'Citynight_055.jpg', 'ClassicalPainting_017.jpg', 'Citynight_106.jpg', 'Satelliteimage_038.jpg', 'ClassicalPainting_016.jpg']",0.1
"['Eagle_012.jpg', 'Eagle_007.jpg', 'Plane_105.jpg', 'Sunflower_198.jpg', 'Dog_191.jpg', 'Eagle_170.jpg', 'Surfs_159.jpg', 'Penguin_060.jpg', 'Eagle_047.jpg', 'Sunflower_085.jpg', 'Eagle_065.jpg']",0.4
"['Eagle_013.jpg', 'AncestorDinoArt_107.jpg', 'AncestorDinoArt_084.jpg', 'AncestorDinoArt_181.jpg', 'AncestorDinoArt_069.jpg', 'Masks_171.jpg', 'AncestorDinoArt_072.jpg', 'AncestorDinoArt_104.jpg', 'AncestorDinoArt_043.jpg', 'AncestorDinoArt_145.jpg', 'Bus_003.jpg']",0.0
"['Eagle_014.jpg', 'Sky_072.jpg', 'Penguin_086.jpg', 'Dog_099.jpg', 'Eagle_041.jpg', 'Sky_108.jpg', 'Sky_083.jpg', 'Lion_117.jpg', 'Mountain_072.jpg', 'Ship_135.jpg', 'Plane_115.jpg']",0.1
"['Eagle_015.jpg', 'Eagle_140.jpg', 'Eagle_139.jpg', 'Eagle_128.jpg', 'Plane_047.jpg', 'Eagle_059.jpg', 'Eagle_062.jpg', 'Plane_083.jpg', 'Eagle_020.jpg', 'Eagle_019.jpg', 'Eagle_110.jpg']",0.8
"['Eagle_016.jpg', 'Mountain_129.jpg', 'Archit_166.jpg', 'Penguin_151.jpg', 'DeerAntelope_087.jpg', 'Surfs_105.jpg', 'SubSea_186.jpg', 'DeerAntelope_136.jpg', 'Sky_011.jpg', 'Basketball_116.jpg', 'Sunset_178.jpg']",0.0
"['Eagle_017.jpg', 'Ship_199.jpg', 'Satelliteimage_037.jpg', 'Beach_080.jpg', 'Baseball_003.jpg', 'Mountain_142.jpg', 'Sculpt_017.jpg', 'Archit_135.jpg', 'Satelliteimage_134.jpg', 'Grass_029.jpg', 'Ship_141.jpg']",0.0
"['Eagle_018.jpg', 'Eagle_091.jpg', 'Owls_048.jpg', 'Ship_056.jpg', 'Beach_066.jpg', 'Surfs_012.jpg', 'Eagle_136.jpg', 'Eagle_090.jpg', 'Eagle_112.jpg', 'Baseball_135.jpg', 'Eagle_087.jpg']",0.5
"['Eagle_019.jpg', 'Eagle_033.jpg', 'Sculpt_056.jpg', 'Eagle_140.jpg', 'Eagle_128.jpg', 'Eagle_020.jpg', 'Eagle_119.jpg', 'Car_113.jpg', 'Sky_144.jpg', 'Sunset_190.jpg', 'Eagle_015.jpg']",0.6
"['Eagle_020.jpg', 'Eagle_128.jpg', 'Eagle_140.jpg', 'Eagle_033.jpg', 'Eagle_019.jpg', 'Eagle_119.jpg', 'Eagle_071.jpg', 'Sculpt_056.jpg', 'Eagle_015.jpg', 'Plane_083.jpg', 'Sky_144.jpg']",0.7
"['Eagle_021.jpg', 'Citynight_012.jpg', 'Eagle_056.jpg', 'Citynight_158.jpg', 'Car_155.jpg', 'Flower_003.jpg', 'Penguin_191.jpg', 'SubSea_116.jpg', 'Eagle_158.jpg', 'Eagle_049.jpg', 'SubSea_156.jpg']",0.3
"['Eagle_022.jpg', 'Car_155.jpg', 'Eagle_021.jpg', 'Flower_003.jpg', 'Owls_127.jpg', 'Eagle_056.jpg', 'Eagle_049.jpg', 'Sunset_135.jpg', 'Sunset_035.jpg', 'Sunset_191.jpg', 'Citynight_158.jpg']",0.3
"['Eagle_023.jpg', 'Eagle_028.jpg', 'Eagle_060.jpg', 'Eagle_027.jpg', 'Plane_064.jpg', 'Eagle_026.jpg', 'Eagle_059.jpg', 'Eagle_062.jpg', 'Eagle_039.jpg', 'Eagle_049.jpg', 'Lion_129.jpg']",0.8
"['Eagle_024.jpg', 'Cartoon_006.jpg', 'Plane_058.jpg', 'RacingMotor_067.jpg', 'Ship_127.jpg', 'Billiardsball_012.jpg', 'Eagle_124.jpg', 'Surfs_067.jpg', 'Billiardsball_015.jpg', 'Billiardsball_113.jpg', 'Sunset_002.jpg']",0.1
"['Eagle_025.jpg', 'Plane_103.jpg', 'Sky_013.jpg', 'Group_012.jpg', 'Beach_012.jpg', 'Dog_067.jpg', 'Sky_112.jpg', 'Billiardsball_094.jpg', 'Ship_084.jpg', 'SubSea_025.jpg', 'Eagle_061.jpg']",0.1
"['Eagle_026.jpg', 'Eagle_028.jpg', 'Eagle_060.jpg', 'Eagle_023.jpg', 'Plane_064.jpg', 'Eagle_027.jpg', 'Eagle_117.jpg', 'Eagle_049.jpg', 'Eagle_059.jpg', 'Eagle_056.jpg', 'Lion_129.jpg']",0.8
"['Eagle_027.jpg', 'Eagle_023.jpg', 'Eagle_028.jpg', 'Eagle_060.jpg', 'Plane_064.jpg', 'Eagle_026.jpg', 'Eagle_059.jpg', 'Eagle_062.jpg', 'SubSea_020.jpg', 'Eagle_117.jpg', 'Eagle_049.jpg']",0.8
"['Eagle_028.jpg', 'Eagle_060.jpg', 'Eagle_023.jpg', 'Eagle_027.jpg', 'Eagle_059.jpg', 'Eagle_026.jpg', 'Plane_064.jpg', 'Eagle_062.jpg', 'Eagle_117.jpg', 'Eagle_039.jpg', 'Lion_129.jpg']",0.8
"['Eagle_029.jpg', 'Eagle_137.jpg', 'Plane_071.jpg', 'Eagle_148.jpg', 'Grass_030.jpg', 'Archit_110.jpg', 'Eagle_064.jpg', 'Surfs_027.jpg', 'Sunflower_046.jpg', 'Penguin_106.jpg', 'Sky_069.jpg']",0.3
"['Eagle_030.jpg', 'Ship_193.jpg', 'Eagle_052.jpg', 'Eagle_080.jpg', 'Sculpt_178.jpg', 'Ship_084.jpg', 'Archit_151.jpg', 'SubSea_104.jpg', 'Ship_180.jpg', 'Surfs_197.jpg', 'Ship_073.jpg']",0.2
"['Eagle_031.jpg', 'Ship_133.jpg', 'Desert_122.jpg', 'Beach_177.jpg', 'Grass_196.jpg', 'Desert_123.jpg', 'Sunset_079.jpg', 'Castle_012.jpg', 'Dog_081.jpg', 'Grass_198.jpg', 'Sky_168.jpg']",0.0
"['Eagle_032.jpg', 'Eagle_195.jpg', 'Eagle_199.jpg', 'Ship_095.jpg', 'Eagle_043.jpg', 'Eagle_146.jpg', 'Eagle_164.jpg', 'Plane_121.jpg', 'Plane_194.jpg', 'Plane_185.jpg', 'Plane_021.jpg']",0.5
"['Eagle_033.jpg', 'Car_113.jpg', 'Eagle_019.jpg', 'Eagle_020.jpg', 'Sky_144.jpg', 'DeerAntelope_146.jpg', 'Eagle_119.jpg', 'Sky_142.jpg', 'Eagle_128.jpg', 'Sky_041.jpg', 'Sculpt_056.jpg']",0.4
"['Eagle_034.jpg', 'Sunflower_083.jpg', 'Model_092.jpg', 'Surfs_121.jpg', 'Waterfall_078.jpg', 'Plane_053.jpg', 'Surfs_005.jpg', 'Archit_126.jpg', 'Sunflower_056.jpg', 'Plane_074.jpg', 'Sunflower_157.jpg']",0.0
"['Eagle_035.jpg', 'Penguin_158.jpg', 'Cartoon_179.jpg', 'Cartoon_114.jpg', 'Sunflower_134.jpg', 'Eagle_096.jpg', 'Volleyball_061.jpg', 'SubSea_167.jpg', 'DeerAntelope_194.jpg', 'Basketball_013.jpg', 'Sunflower_146.jpg']",0.1
"['Eagle_036.jpg', 'Waterfall_111.jpg', 'Indoor_073.jpg', 'BWimage_095.jpg', 'Model_043.jpg', 'Model_176.jpg', 'Indoor_081.jpg', 'ClassicalPainting_167.jpg', 'Indoor_029.jpg', 'Indoor_094.jpg', 'Indoor_011.jpg']",0.0
"['Eagle_037.jpg', 'Sky_064.jpg', 'RacingMotor_108.jpg', 'Doors_193.jpg', 'Dog_047.jpg', 'Owls_134.jpg', 'Doors_125.jpg', 'Doors_133.jpg', 'ClassicalPainting_059.jpg', 'Lion_014.jpg', 'Indoor_014.jpg']",0.0
"['Eagle_038.jpg', 'Eagle_069.jpg', 'Sky_110.jpg', 'Sky_114.jpg', 'Sunset_061.jpg', 'DeerAntelope_087.jpg', 'SubSea_020.jpg', 'Eagle_117.jpg', 'Sunset_057.jpg', 'Eagle_027.jpg', 'Ship_056.jpg']",0.3
